epoch,accuracy,loss,val_accuracy,val_loss
0,0.8930754,0.3463621476683811,0.9864830374717712,0.04686692139683436
1,0.97558427,0.07597711257936422,0.978831946849823,0.07526482088603906
2,0.98390484,0.050648748593057354,0.9920938611030579,0.03210968582518791
3,0.9876298,0.0387697302484076,0.9929865002632141,0.03450063775400325
4,0.98960286,0.033860300380630017,0.9913287162780762,0.04290551476601442
5,0.9912324,0.02907934397756016,0.9942616820335388,0.03267679783789732
6,0.99176574,0.02717890299255996,0.9952818155288696,0.024033043830588206
7,0.9927366,0.02515364601050591,0.9920938611030579,0.04824032491236405
